ID,Prob1
213, 0.01
214, 0.57
215, 0.00
216, 0.79
217, 0.81
218, 0.15
219, 0.73
220, 0.91
221, 0.11
222, 0.96
223, 0.59
224, 0.85
225, 0.39
226, 0.99
227, 0.95
228, 0.18
229, 0.00
230, 0.74
231, 0.92
232, 0.01
233, 0.00
234, 0.10
235, 0.29
236, 0.11
237, 0.00
238, 0.69
239, 0.05
240, 0.24
241, 0.01
242, 0.21
243, 0.69
244, 0.01
245, 0.88
246, 0.82
247, 0.70
248, 0.58
249, 0.55
250, 0.05
251, 0.93
252, 0.09
253, 0.01
254, 0.23
255, 0.37
256, 0.97
257, 0.01
258, 0.29
259, 0.77
260, 0.20
261, 0.03
262, 0.04
263, 0.08
264, 0.06
265, 0.00
266, 0.01
267, 0.10
268, 0.61
269, 0.10
270, 0.03
271, 0.17
272, 0.18
273, 0.14
274, 0.22
275, 0.60
276, 0.20
277, 0.46
278, 0.27
279, 0.52
280, 0.25
281, 0.27
282, 0.03
283, 0.30
284, 0.14
285, 0.70
286, 0.06
287, 0.06
288, 0.09
289, 0.19
290, 0.85
291, 0.41
292, 0.14
293, 0.01
294, 0.13
295, 0.62
296, 0.01
297, 0.13
298, 0.66
299, 0.34
300, 0.34
301, 0.05
302, 0.66
303, 0.45
304, 0.03
305, 0.00
306, 0.01
307, 0.03
308, 0.06
309, 0.40
310, 0.08
311, 0.11
312, 0.06
313, 0.29
314, 0.97
315, 0.50
316, 0.60
317, 0.00
318, 0.50
319, 0.61
320, 0.18
321, 0.16
322, 0.04
323, 0.59
324, 0.01
325, 0.38
326, 0.48
327, 0.57
328, 0.04
329, 0.50
330, 0.88
331, 0.02
332, 0.55
333, 0.02
334, 0.50
335, 0.57
336, 0.21
337, 0.07
338, 0.06
339, 0.08
340, 0.88
341, 0.01
342, 0.05
343, 0.24
344, 0.01
345, 0.16
346, 0.05
347, 0.03
348, 0.01
349, 0.00
350, 0.03
351, 0.48
352, 0.01
353, 0.36
354, 0.17
355, 0.13
356, 0.04
357, 0.11
358, 0.65
359, 0.00
360, 0.42
361, 0.01
362, 0.23
363, 0.01
364, 0.01
365, 0.96
366, 0.02
367, 0.48
368, 0.81
369, 0.90
370, 0.61
371, 0.09
372, 0.99
373, 0.58
374, 0.56
375, 0.59
376, 0.51
377, 0.06
378, 0.39
379, 0.01
380, 0.97
381, 0.15
382, 0.06
383, 0.45
384, 0.39
385, 0.11
386, 0.50
387, 0.51
388, 0.20
389, 0.68
390, 0.27
391, 0.04
392, 0.19
393, 0.07
394, 0.32
395, 0.03
396, 0.02
397, 0.00
398, 0.31
399, 0.13
400, 0.28
401, 0.69
402, 0.55
403, 0.01
404, 0.27
405, 0.03
406, 0.09
407, 0.04
408, 0.02
409, 0.43
410, 0.02
411, 0.46
412, 0.57
413, 0.95
414, 0.24
415, 0.08
416, 0.09
417, 0.83
418, 0.02
419, 0.22
420, 0.56
421, 0.80
422, 0.15
423, 0.43
424, 0.58
425, 0.27
426, 0.02
427, 0.17
428, 0.18
429, 0.92
430, 0.13
431, 0.95
432, 0.22
433, 0.57
434, 0.00
435, 0.00
436, 0.88
437, 0.22
438, 0.38
439, 0.19
440, 0.28
441, 0.06
442, 0.59
443, 0.33
444, 0.48
445, 0.21
446, 0.23
447, 0.03
448, 0.00
449, 0.30
450, 0.97
451, 0.04
452, 0.24
453, 0.86
454, 0.11
455, 0.87
456, 0.52
457, 0.28
458, 0.03
459, 0.29
460, 0.19
461, 0.27
462, 0.11
463, 0.98
464, 0.02
465, 0.22
466, 0.82
467, 0.15
468, 0.02
469, 0.63
470, 0.06
471, 0.01
472, 0.28
473, 0.18
474, 0.01
475, 0.08
476, 0.01
477, 0.02
478, 0.32
479, 0.24
480, 0.35
481, 0.01
482, 0.00
483, 0.29
484, 0.71
485, 0.54
486, 0.10
487, 0.12
488, 0.42
489, 0.32
490, 0.39
491, 0.08
492, 0.07
493, 0.17
494, 0.01
495, 0.62
496, 0.64
497, 0.19
498, 0.97
499, 0.34
500, 0.06
501, 0.07
502, 0.77
503, 0.14
504, 0.08
505, 0.94
506, 0.04
507, 0.60
508, 0.10
509, 0.14
510, 0.48
511, 0.46
512, 0.02
513, 0.91
514, 0.37
515, 0.17
516, 0.13
517, 0.52
518, 0.89
519, 0.03
520, 0.41
521, 0.95
522, 0.19
523, 0.45
524, 0.50
525, 0.26
526, 0.89
527, 0.53
528, 0.07
529, 0.04
530, 0.17
531, 0.09
532, 0.04
533, 0.12
534, 0.73
535, 0.47
536, 0.41
537, 0.18
538, 0.04
539, 0.52
540, 0.35
541, 0.07
542, 0.31
543, 0.86
544, 0.24
545, 0.92
546, 0.12
547, 0.14
548, 0.14
549, 0.21
550, 0.05
551, 0.48
552, 0.05
553, 0.35
554, 0.18
555, 0.08
556, 0.12
557, 0.75
558, 0.23
559, 0.98
560, 0.03
561, 0.09
562, 0.14
563, 0.11
564, 0.80
565, 0.46
566, 0.54
567, 0.10
568, 0.79
569, 0.58
570, 0.08
571, 0.77
572, 0.00
573, 0.24
574, 0.64
575, 0.58
576, 0.56
577, 0.00
578, 0.02
579, 0.17
580, 0.62
581, 0.57
582, 0.20
583, 0.02
584, 0.15
585, 0.04
586, 0.01
587, 0.04
588, 0.77
589, 0.49
590, 1.00
591, 0.07
592, 0.53
593, 0.50
594, 0.86
595, 0.01
596, 0.36
597, 0.25
598, 0.02
599, 0.24
600, 0.64
601, 0.80
602, 0.06
603, 0.34
604, 0.26
605, 0.09
606, 0.08
607, 0.06
608, 0.07
609, 0.88
610, 0.90
611, 0.04
612, 0.22
613, 0.52
614, 0.04
615, 0.23
616, 0.36
617, 0.41
618, 0.99
619, 0.01
620, 0.11
621, 0.08
622, 0.97
623, 0.11
624, 0.06
625, 0.02
626, 0.00
627, 0.38
628, 0.15
629, 0.58
630, 0.02
631, 0.12
632, 0.67
633, 0.75
634, 0.93
635, 0.57
636, 0.61
637, 0.55
638, 0.00
639, 0.04
640, 0.00
641, 0.36
642, 0.32
643, 0.03
644, 0.08
645, 0.50
646, 0.07
647, 0.25
648, 0.03
649, 0.58
650, 0.78
651, 0.03
652, 0.67
653, 0.10
654, 0.27
655, 0.23
656, 0.42
657, 0.30
658, 0.00
659, 0.45
660, 0.81
661, 0.09
662, 0.47
663, 0.00
664, 0.56
665, 0.30
666, 0.20
667, 0.03
668, 0.18
669, 0.26
670, 0.02
671, 0.22
672, 0.42
673, 0.82
674, 0.29
675, 0.36
676, 0.81
677, 0.14
678, 0.03
679, 0.35
680, 0.41
681, 0.16
682, 0.19
683, 0.21
684, 0.01
685, 0.76
686, 0.01
687, 0.00
688, 0.31
689, 0.00
690, 0.00
691, 0.82
692, 0.09
693, 0.06
694, 0.70
695, 0.02
696, 0.02
697, 0.20
698, 0.99
699, 0.02
700, 0.39
701, 0.19
702, 0.99
703, 0.27
704, 0.62
705, 0.34
706, 0.26
707, 0.02
708, 0.67
709, 0.10
710, 0.82
711, 0.28
712, 0.01
713, 0.02
714, 0.03
715, 0.18
716, 0.97
717, 0.65
718, 0.71
719, 0.89
720, 0.92
721, 0.00
722, 0.12
723, 0.26
724, 0.01
725, 0.11
726, 0.54
727, 0.14
728, 0.49
729, 0.00
730, 0.16
731, 0.78
732, 0.14
733, 0.03
734, 0.68
735, 0.92
736, 0.03
737, 0.32
738, 0.71
739, 0.74
740, 0.03
741, 0.45
742, 0.51
743, 0.51
744, 0.31
745, 0.41
746, 0.68
747, 0.59
748, 0.07
749, 0.26
750, 0.04
751, 0.66
752, 0.00
753, 0.13
754, 0.15
755, 0.44
756, 0.67
757, 0.99
758, 0.45
759, 0.00
760, 0.86
761, 0.30
762, 0.07
763, 0.52
764, 0.08
765, 0.06
766, 0.99
767, 0.01
768, 0.18
769, 0.40
770, 0.41
771, 0.55
772, 0.23
773, 0.03
774, 0.14
775, 0.56
776, 0.71
777, 0.59
778, 0.08
779, 0.00
780, 0.91
781, 0.76
782, 0.06
783, 0.36
784, 0.43
785, 0.25
786, 0.64
787, 0.01
788, 0.26
789, 0.23
790, 0.24
791, 0.41
792, 0.37
793, 0.32
794, 0.08
795, 0.34
796, 0.18
797, 0.27
798, 0.29
799, 0.05
800, 0.14
801, 0.32
802, 0.90
803, 0.21
804, 0.96
805, 0.12
806, 0.66
807, 0.13
808, 0.20
809, 0.39
810, 0.16
811, 0.64
812, 0.29
813, 0.01
814, 0.54
815, 0.19
816, 0.05
817, 0.01
818, 0.09
819, 0.07
820, 0.69
821, 0.05
822, 0.10
823, 0.00
824, 0.39
825, 0.06
826, 0.01
827, 0.26
828, 0.91
829, 0.32
830, 0.16
831, 0.01
832, 0.77
833, 0.25
834, 0.20
835, 0.91
836, 0.16
837, 0.02
838, 0.23
839, 0.04
840, 0.01
841, 0.03
842, 0.01
843, 0.11
844, 0.42
845, 0.74
846, 0.21
847, 0.45
848, 0.03
849, 0.00
850, 0.63
851, 0.19
852, 0.13
853, 0.42
854, 0.00
855, 0.06
856, 0.14
857, 0.17
858, 0.18
859, 0.02
860, 0.01
861, 0.02
862, 0.18
863, 0.01
864, 0.38
865, 0.26
866, 0.01
867, 0.06
868, 0.02
869, 0.10
870, 0.07
871, 0.12
872, 0.95
873, 0.32
874, 0.46
875, 0.06
876, 0.01
877, 0.60
878, 0.47
879, 0.26
880, 0.06
881, 0.64
882, 0.48
883, 0.01
884, 0.05
885, 0.99
886, 0.66
887, 0.03
888, 0.99
889, 0.08
890, 1.00
891, 0.32
892, 0.30
893, 0.12
894, 0.00
895, 0.79
896, 0.10
897, 0.12
898, 0.96
899, 0.04
900, 0.22
901, 0.29
902, 0.00
903, 0.71
904, 0.12
905, 0.00
906, 0.83
907, 0.97
908, 0.23
909, 0.37
910, 0.28
911, 0.15
912, 0.46
913, 0.52
914, 0.83
915, 0.29
916, 0.68
917, 0.35
918, 0.04
919, 0.12
920, 0.04
921, 0.05
922, 0.54
923, 0.01
924, 0.34
925, 0.55
926, 0.00
927, 0.04
928, 0.36
929, 0.06
930, 0.24
931, 0.01
932, 0.61
933, 0.01
934, 0.28
935, 0.31
936, 0.32
937, 0.25
938, 0.59
939, 0.23
940, 0.70
941, 0.33
942, 0.02
943, 0.09
944, 0.01
945, 0.01
946, 0.79
947, 0.75
948, 0.97
949, 0.30
950, 0.96
951, 0.48
952, 0.97
953, 0.07
954, 0.00
955, 0.91
956, 0.07
957, 0.67
958, 0.15
959, 0.28
960, 0.76
961, 0.03
962, 0.05
963, 0.05
964, 0.25
965, 0.08
966, 0.72
967, 0.42
968, 0.18
969, 0.01
970, 0.16
971, 0.54
972, 0.00
973, 0.46
974, 0.48
975, 0.26
976, 0.07
977, 0.02
978, 0.06
979, 0.94
980, 0.40
981, 0.00
982, 0.52
983, 0.94
984, 0.01
985, 0.69
986, 0.02
987, 0.31
988, 0.97
989, 0.47
990, 0.99
991, 0.08
992, 0.65
993, 0.64
994, 0.37
995, 0.04
996, 0.26
997, 0.03
998, 0.79
999, 0.07
1000, 0.00
1001, 0.21
1002, 0.84
1003, 0.86
1004, 0.05
1005, 0.76
1006, 0.22
1007, 0.08
1008, 0.11
1009, 0.18
1010, 0.71
1011, 0.00
1012, 0.45
1013, 0.23
1014, 0.25
1015, 0.13
1016, 0.05
1017, 0.04
1018, 0.23
1019, 0.44
1020, 0.00
1021, 0.75
1022, 0.76
1023, 0.01
1024, 0.45
1025, 0.11
1026, 0.97
1027, 0.89
1028, 0.00
1029, 0.12
1030, 0.97
1031, 0.94
1032, 0.65
1033, 0.16
1034, 0.19
1035, 0.48
1036, 0.09
1037, 0.01
1038, 0.34
1039, 0.20
1040, 0.11
1041, 0.67
1042, 0.23
1043, 0.02
1044, 0.83
1045, 0.01
1046, 0.08
1047, 0.45
1048, 0.25
1049, 0.52
1050, 0.19
1051, 0.00
1052, 0.01
1053, 0.07
1054, 0.47
1055, 0.43
1056, 0.83
1057, 0.06
1058, 0.56
1059, 0.66
1060, 0.79
1061, 0.08
1062, 0.17
1063, 0.31
1064, 0.01
1065, 0.13
1066, 0.64
1067, 0.02
1068, 0.38
1069, 0.98
1070, 0.05
1071, 0.18
1072, 0.11
1073, 0.18
1074, 0.96
1075, 0.09
1076, 0.06
1077, 0.10
1078, 0.92
1079, 0.16
1080, 0.41
1081, 0.98
1082, 0.97
1083, 0.65
1084, 0.34
1085, 0.14
1086, 0.05
1087, 0.02
1088, 0.83
1089, 0.56
1090, 0.31
1091, 0.69
1092, 0.50
1093, 0.82
1094, 0.67
1095, 0.82
1096, 0.52
1097, 0.02
1098, 0.25
1099, 0.09
1100, 0.13
1101, 0.32
1102, 0.01
1103, 0.23
1104, 0.70
1105, 0.47
1106, 0.02
1107, 0.16
1108, 0.45
1109, 0.85
1110, 0.89
1111, 0.85
1112, 0.20
1113, 0.48
1114, 0.01
1115, 0.01
1116, 0.32
1117, 0.07
1118, 0.13
1119, 0.18
1120, 0.01
1121, 0.80
1122, 0.43
1123, 0.52
1124, 0.00
1125, 0.40
1126, 0.26
1127, 0.13
1128, 0.24
1129, 0.77
1130, 0.05
1131, 0.12
1132, 0.02
1133, 0.00
1134, 0.02
1135, 0.01
1136, 0.52
1137, 0.03
1138, 0.50
1139, 0.00
1140, 0.27
1141, 0.08
1142, 0.23
1143, 0.48
1144, 0.76
1145, 0.82
1146, 0.56
1147, 0.01
1148, 0.60
1149, 0.01
1150, 0.14
1151, 0.00
1152, 0.03
1153, 0.63
1154, 0.34
1155, 0.16
1156, 0.96
1157, 0.02
1158, 0.28
1159, 0.04
1160, 0.06
1161, 0.18
1162, 0.07
1163, 0.33
1164, 0.01
1165, 0.52
1166, 0.31
1167, 0.00
1168, 0.11
1169, 0.32
1170, 0.05
1171, 0.36
1172, 0.69
1173, 0.02
1174, 0.24
1175, 0.87
1176, 0.09
1177, 0.12
1178, 0.61
1179, 0.06
1180, 0.12
1181, 0.01
1182, 0.02
1183, 0.14
1184, 0.05
1185, 0.90
1186, 0.93
1187, 0.31
1188, 0.01
1189, 0.93
1190, 0.00
1191, 0.68
1192, 0.02
1193, 0.01
1194, 0.07
1195, 0.53
1196, 0.28
1197, 0.92
1198, 0.09
1199, 0.17
1200, 0.70
1201, 0.87
1202, 0.45
1203, 0.00
1204, 0.12
1205, 0.16
1206, 0.02
1207, 0.65
1208, 0.01
1209, 0.00
1210, 0.06
1211, 0.54
1212, 0.13
1213, 0.02
1214, 0.73
1215, 0.56
1216, 0.07
1217, 0.41
1218, 0.80
1219, 0.76
1220, 0.62
1221, 0.29
1222, 0.31
1223, 0.02
1224, 0.25
1225, 0.35
1226, 0.16
1227, 0.07
1228, 0.64
1229, 0.59
1230, 0.67
1231, 0.12
1232, 0.02
1233, 0.03
1234, 0.13
1235, 0.58
1236, 0.36
1237, 0.92
1238, 0.18
1239, 0.28
1240, 0.88
1241, 0.03
1242, 0.94
1243, 0.36
1244, 0.17
1245, 0.94
1246, 0.19
1247, 0.57
1248, 0.18
1249, 0.10
1250, 0.15
1251, 0.08
1252, 0.02
1253, 0.03
1254, 0.04
1255, 0.04
1256, 0.26
1257, 0.79
1258, 0.41
1259, 0.97
1260, 0.01
1261, 0.28
1262, 0.01
1263, 0.98
1264, 0.01
1265, 0.01
1266, 0.94
1267, 0.06
1268, 0.02
1269, 0.13
1270, 0.73
1271, 0.63
1272, 0.60
1273, 0.16
1274, 0.60
1275, 0.37
1276, 0.13
1277, 0.16
1278, 0.41
1279, 0.54
1280, 0.04
1281, 0.59
1282, 0.03
1283, 0.03
1284, 0.57
1285, 0.14
1286, 0.32
1287, 0.67
1288, 0.44
1289, 0.06
1290, 0.89
1291, 0.02
1292, 0.01
1293, 0.01
1294, 0.65
1295, 0.33
1296, 0.78
1297, 0.04
1298, 0.07
1299, 0.02
1300, 0.03
1301, 0.28
1302, 0.31
1303, 0.09
1304, 0.41
1305, 0.16
1306, 0.17
1307, 0.04
1308, 0.42
1309, 0.02
1310, 0.05
1311, 0.24
1312, 0.61
1313, 0.29
1314, 0.74
1315, 0.25
1316, 0.29
1317, 0.01
1318, 0.05
1319, 0.17
1320, 0.08
1321, 0.07
1322, 0.00
1323, 0.88
1324, 0.90
1325, 0.56
1326, 0.52
1327, 0.91
1328, 0.29
1329, 0.09
1330, 0.60
1331, 0.16
1332, 0.47
1333, 0.03
1334, 0.28
1335, 0.74
1336, 0.09
1337, 0.24
1338, 0.31
1339, 0.46
1340, 0.00
1341, 0.00
1342, 0.26
1343, 0.98
1344, 0.67
1345, 0.30
1346, 0.13
1347, 0.54
1348, 0.03
1349, 0.02
1350, 0.05
1351, 0.40
1352, 0.96
1353, 0.01
1354, 0.88
1355, 0.01
1356, 0.37
1357, 0.27
1358, 0.03
1359, 0.01
1360, 0.39
1361, 0.50
1362, 0.38
1363, 0.03
1364, 0.40
1365, 0.02
1366, 0.01
1367, 0.22
1368, 0.33
1369, 0.26
1370, 0.72
1371, 0.95
1372, 0.00
1373, 0.19
1374, 0.09
1375, 0.21
1376, 0.32
1377, 0.03
1378, 0.10
1379, 0.47
1380, 0.17
1381, 0.12
1382, 0.21
1383, 0.13
1384, 0.12
1385, 0.06
1386, 0.75
1387, 0.00
1388, 0.14
1389, 0.26
1390, 0.31
1391, 0.00
1392, 0.67
1393, 0.43
1394, 0.02
1395, 0.01
1396, 0.65
1397, 0.26
1398, 0.00
1399, 0.69
1400, 0.65
1401, 0.46
1402, 0.74
1403, 0.41
1404, 0.25
1405, 0.67
1406, 0.28
1407, 0.78
1408, 0.31
1409, 0.47
1410, 0.46
1411, 0.01
1412, 0.01
1413, 0.07
1414, 0.00
1415, 0.01
1416, 0.03
1417, 0.00
1418, 0.01
1419, 0.81
1420, 0.74
1421, 0.26
1422, 0.79
1423, 0.06
1424, 0.01
1425, 0.44
1426, 0.01
1427, 0.98
1428, 0.01
1429, 0.18
1430, 0.23
1431, 0.61
1432, 0.41
1433, 0.08
1434, 0.35
1435, 0.99
1436, 0.89
1437, 0.11
1438, 0.89
1439, 0.20
1440, 0.02
1441, 0.84
1442, 0.30
1443, 0.45
1444, 0.35
1445, 0.05
1446, 0.69
1447, 0.25
1448, 0.09
1449, 0.20
1450, 0.06
1451, 0.66
1452, 0.02
1453, 0.02
1454, 0.76
1455, 0.06
1456, 0.87
1457, 0.18
1458, 0.28
1459, 0.18
1460, 0.42
1461, 0.08
1462, 0.75
1463, 0.06
1464, 0.03
1465, 0.43
1466, 0.01
1467, 0.05
1468, 0.11
1469, 0.01
1470, 0.75
1471, 0.03
1472, 0.03
1473, 0.09
1474, 0.55
1475, 0.87
1476, 0.17
1477, 0.07
1478, 0.00
1479, 0.01
1480, 0.61
1481, 0.47
1482, 0.09
1483, 0.94
1484, 0.56
1485, 0.39
1486, 0.05
1487, 0.55
1488, 0.00
1489, 0.20
1490, 0.25
1491, 0.01
1492, 0.89
1493, 0.00
1494, 0.71
1495, 0.35
1496, 0.03
1497, 0.52
1498, 0.13
1499, 0.13
1500, 0.98
1501, 0.62
1502, 0.16
1503, 0.44
1504, 0.50
1505, 0.16
1506, 0.61
1507, 0.37
1508, 0.58
1509, 0.66
1510, 0.58
1511, 0.67
1512, 0.61
1513, 0.71
1514, 0.26
1515, 0.05
1516, 0.21
1517, 0.03
1518, 0.00
1519, 0.53
1520, 0.09
1521, 0.00
1522, 0.02
1523, 0.15
1524, 0.02
1525, 0.90
1526, 0.02
1527, 0.00
1528, 0.01
1529, 0.83
1530, 0.17
1531, 0.20
1532, 0.42
1533, 0.66
1534, 0.14
1535, 0.63
1536, 0.94
1537, 0.20
1538, 0.03
1539, 0.01
1540, 0.10
1541, 0.06
1542, 0.00
1543, 0.40
1544, 0.26
1545, 0.00
1546, 0.22
1547, 0.21
1548, 0.74
1549, 0.16
1550, 0.20
1551, 0.07
1552, 0.13
1553, 0.21
1554, 0.00
1555, 0.12
1556, 0.33
1557, 0.00
1558, 0.38
1559, 0.11
1560, 0.02
1561, 0.06
1562, 0.04
1563, 0.04
1564, 0.41
1565, 0.05
1566, 0.04
1567, 0.30
1568, 0.34
1569, 0.24
1570, 0.41
1571, 0.02
1572, 0.01
1573, 0.26
1574, 0.54
1575, 0.03
1576, 0.06
1577, 0.18
1578, 0.21
1579, 0.03
1580, 0.11
1581, 0.56
1582, 0.11
1583, 0.01
1584, 0.55
1585, 0.94
1586, 0.02
1587, 0.01
1588, 0.44
1589, 0.75
1590, 0.17
1591, 0.00
1592, 0.01
1593, 0.00
1594, 0.03
1595, 0.29
1596, 0.97
1597, 0.01
1598, 0.07
1599, 0.34
1600, 0.28
1601, 0.85
1602, 0.49
1603, 0.35
1604, 0.15
1605, 0.04
1606, 0.61
1607, 0.18
1608, 0.00
1609, 0.01
1610, 0.81
1611, 0.24
1612, 0.54
1613, 0.28
1614, 0.08
1615, 0.80
1616, 0.98
1617, 0.58
1618, 0.44
1619, 0.05
1620, 0.02
1621, 0.32
1622, 0.29
1623, 0.02
1624, 0.09
1625, 0.70
1626, 0.07
1627, 0.51
1628, 0.00
1629, 0.07
1630, 0.00
1631, 0.21
1632, 0.03
1633, 0.51
1634, 0.12
1635, 0.17
1636, 0.02
1637, 0.47
1638, 0.11
1639, 0.35
1640, 0.10
1641, 0.97
1642, 0.02
1643, 0.05
1644, 0.63
1645, 0.84
1646, 0.63
1647, 0.57
1648, 0.83
1649, 0.22
1650, 0.28
1651, 0.18
1652, 0.26
1653, 0.89
1654, 0.98
1655, 0.24
1656, 0.63
1657, 0.11
1658, 0.01
1659, 0.69
1660, 0.05
1661, 0.09
1662, 0.22
1663, 0.15
1664, 0.90
1665, 0.55
1666, 0.01
1667, 0.87
1668, 0.21
1669, 1.00
1670, 0.00
1671, 0.07
1672, 0.56
1673, 0.84
1674, 0.11
1675, 0.80
1676, 0.15
1677, 0.84
1678, 0.62
1679, 0.46
1680, 0.16
1681, 0.07
1682, 0.78
1683, 0.14
1684, 0.01
1685, 0.98
1686, 0.98
1687, 0.09
1688, 0.85
1689, 0.05
1690, 0.71
1691, 0.01
1692, 0.90
1693, 0.99
1694, 0.54
1695, 0.69
1696, 0.58
1697, 0.30
1698, 0.47
1699, 0.00
1700, 0.03
1701, 0.35
1702, 0.30
1703, 0.49
1704, 0.70
1705, 0.32
1706, 0.12
1707, 0.44
1708, 0.00
1709, 0.04
1710, 0.83
1711, 0.39
1712, 0.68
1713, 0.76
1714, 0.24
1715, 0.00
1716, 0.95
1717, 0.45
1718, 0.37
1719, 0.35
1720, 0.00
1721, 0.14
1722, 0.61
1723, 0.05
1724, 0.03
1725, 0.26
1726, 0.02
1727, 0.60
1728, 0.09
1729, 0.95
1730, 0.25
1731, 0.28
1732, 0.24
1733, 0.41
1734, 0.50
1735, 0.47
1736, 0.11
1737, 0.38
1738, 0.26
1739, 0.99
1740, 0.64
1741, 0.03
1742, 0.63
1743, 0.00
1744, 0.32
1745, 0.25
1746, 0.02
1747, 0.26
1748, 0.00
1749, 0.80
1750, 0.34
1751, 0.23
1752, 0.10
1753, 0.18
1754, 0.26
1755, 0.76
1756, 0.51
1757, 0.43
1758, 0.43
1759, 0.15
1760, 0.02
1761, 0.00
1762, 0.00
1763, 0.27
1764, 0.47
1765, 0.02
1766, 0.96
1767, 0.14
1768, 0.06
1769, 0.04
1770, 0.25
1771, 0.87
1772, 0.19
1773, 0.05
1774, 0.11
1775, 0.37
1776, 0.00
1777, 0.35
1778, 0.12
1779, 0.00
1780, 0.85
1781, 0.29
1782, 0.37
1783, 0.01
1784, 0.55
1785, 0.63
1786, 0.00
1787, 0.05
1788, 0.41
1789, 0.72
1790, 0.26
1791, 0.19
1792, 0.27
1793, 0.01
1794, 0.03
1795, 0.00
1796, 0.28
1797, 0.35
1798, 0.05
1799, 0.47
1800, 0.16
1801, 0.28
1802, 0.67
1803, 0.95
1804, 0.06
1805, 0.56
1806, 0.01
1807, 0.03
1808, 0.06
1809, 0.27
1810, 0.03
1811, 0.48
1812, 0.54
1813, 0.02
1814, 0.88
1815, 0.00
1816, 0.03
1817, 0.38
1818, 0.30
1819, 0.01
1820, 0.03
1821, 0.29
1822, 0.04
1823, 0.38
1824, 0.48
1825, 0.18
1826, 0.13
1827, 0.11
1828, 0.08
1829, 0.05
1830, 0.89
1831, 0.02
1832, 0.08
1833, 0.04
1834, 0.06
1835, 0.11
1836, 0.35
1837, 0.39
1838, 0.74
1839, 0.97
1840, 0.70
1841, 0.91
1842, 0.06
1843, 0.69
1844, 0.11
1845, 0.20
1846, 0.39
1847, 0.07
1848, 0.40
1849, 0.02
1850, 0.11
1851, 0.82
1852, 0.63
1853, 0.07
1854, 0.01
1855, 0.99
1856, 0.00
1857, 0.12
1858, 0.05
1859, 0.62
1860, 0.04
1861, 0.09
1862, 0.06
1863, 0.56
1864, 0.21
1865, 0.02
1866, 0.61
1867, 0.04
1868, 0.53
1869, 0.25
1870, 0.01
1871, 0.09
1872, 0.28
