ID,Prob1
604, 0.31
605, 0.13
606, 0.06
607, 0.24
608, 0.37
609, 0.57
610, 0.59
611, 0.31
612, 0.31
613, 0.49
614, 0.31
615, 0.41
616, 0.41
617, 0.41
618, 0.94
619, 0.03
620, 0.27
621, 0.20
622, 0.73
623, 0.26
624, 0.22
625, 0.23
626, 0.00
627, 0.39
628, 0.24
629, 0.60
630, 0.03
631, 0.17
632, 0.57
633, 0.59
634, 0.55
635, 0.61
636, 0.58
637, 0.56
638, 0.01
639, 0.09
640, 0.12
641, 0.36
642, 0.28
643, 0.06
644, 0.11
645, 0.46
646, 0.32
647, 0.26
648, 0.10
649, 0.45
650, 0.54
651, 0.06
652, 0.53
653, 0.17
654, 0.58
655, 0.29
656, 0.37
657, 0.23
658, 0.01
659, 0.48
660, 0.78
661, 0.19
662, 0.46
663, 0.00
664, 0.63
665, 0.36
666, 0.35
667, 0.14
668, 0.38
669, 0.35
670, 0.16
671, 0.34
672, 0.43
673, 0.68
674, 0.51
675, 0.39
676, 0.80
677, 0.25
678, 0.06
679, 0.47
680, 0.28
681, 0.21
682, 0.21
683, 0.28
684, 0.07
685, 0.60
686, 0.08
687, 0.02
688, 0.48
689, 0.00
690, 0.06
691, 0.73
692, 0.13
693, 0.22
694, 0.64
695, 0.06
696, 0.17
697, 0.23
698, 0.92
699, 0.05
700, 0.41
701, 0.27
702, 0.68
703, 0.39
704, 0.77
705, 0.55
706, 0.37
707, 0.14
708, 0.51
709, 0.17
710, 0.64
711, 0.36
712, 0.02
713, 0.08
714, 0.01
715, 0.37
716, 0.85
717, 0.75
718, 0.60
719, 0.77
720, 0.83
721, 0.05
722, 0.20
723, 0.19
724, 0.01
725, 0.21
726, 0.65
727, 0.12
728, 0.42
729, 0.00
730, 0.16
731, 0.72
732, 0.16
733, 0.08
734, 0.62
735, 0.78
736, 0.05
737, 0.56
738, 0.58
739, 0.75
740, 0.17
741, 0.39
742, 0.74
743, 0.46
744, 0.39
745, 0.45
746, 0.66
747, 0.33
748, 0.24
749, 0.29
750, 0.09
751, 0.52
752, 0.18
753, 0.18
754, 0.20
755, 0.44
756, 0.76
757, 0.77
758, 0.46
759, 0.12
760, 0.67
761, 0.29
762, 0.04
763, 0.52
764, 0.18
765, 0.12
766, 0.86
767, 0.14
768, 0.39
769, 0.37
770, 0.49
771, 0.45
772, 0.24
773, 0.08
774, 0.25
775, 0.41
776, 0.49
777, 0.40
778, 0.19
779, 0.02
780, 0.73
781, 0.66
782, 0.19
783, 0.55
784, 0.46
785, 0.22
786, 0.79
787, 0.02
788, 0.34
789, 0.26
790, 0.24
791, 0.45
792, 0.32
793, 0.65
794, 0.17
795, 0.24
796, 0.29
797, 0.53
798, 0.26
799, 0.23
800, 0.53
801, 0.31
802, 0.70
803, 0.25
804, 0.94
805, 0.26
806, 0.61
807, 0.18
808, 0.24
809, 0.49
810, 0.29
811, 0.61
812, 0.35
813, 0.12
814, 0.46
815, 0.21
816, 0.25
817, 0.09
818, 0.21
819, 0.16
820, 0.56
821, 0.08
822, 0.13
823, 0.01
824, 0.24
825, 0.25
826, 0.12
827, 0.25
828, 0.86
829, 0.35
830, 0.15
831, 0.26
832, 0.83
833, 0.22
834, 0.07
835, 0.69
836, 0.43
837, 0.07
838, 0.39
839, 0.15
840, 0.02
841, 0.14
842, 0.02
843, 0.08
844, 0.54
845, 0.50
846, 0.34
847, 0.43
848, 0.23
849, 0.03
850, 0.50
851, 0.33
852, 0.17
853, 0.41
854, 0.05
855, 0.15
856, 0.23
857, 0.28
858, 0.23
859, 0.06
860, 0.09
861, 0.17
862, 0.24
863, 0.07
864, 0.36
865, 0.29
866, 0.01
867, 0.08
868, 0.03
869, 0.08
870, 0.08
871, 0.24
872, 0.87
873, 0.56
874, 0.49
875, 0.28
876, 0.32
877, 0.47
878, 0.30
879, 0.35
880, 0.30
881, 0.52
882, 0.34
883, 0.11
884, 0.13
885, 0.91
886, 0.84
887, 0.04
888, 0.92
889, 0.42
890, 0.99
891, 0.42
892, 0.23
893, 0.10
894, 0.01
895, 0.77
896, 0.29
897, 0.19
898, 0.82
899, 0.20
900, 0.33
901, 0.35
902, 0.02
903, 0.78
904, 0.39
905, 0.17
906, 0.70
907, 0.82
908, 0.26
909, 0.36
910, 0.50
911, 0.19
912, 0.37
913, 0.52
914, 0.81
915, 0.45
916, 0.63
917, 0.38
918, 0.13
919, 0.26
920, 0.22
921, 0.16
922, 0.38
923, 0.01
924, 0.30
925, 0.52
926, 0.00
927, 0.12
928, 0.29
929, 0.13
930, 0.17
931, 0.09
932, 0.60
933, 0.00
934, 0.33
935, 0.47
936, 0.24
937, 0.15
938, 0.55
939, 0.34
940, 0.72
941, 0.31
942, 0.04
943, 0.20
944, 0.02
945, 0.18
946, 0.71
947, 0.69
948, 0.92
949, 0.45
950, 0.66
951, 0.37
952, 0.74
953, 0.18
954, 0.02
955, 0.84
956, 0.21
957, 0.49
958, 0.29
959, 0.40
960, 0.56
961, 0.20
962, 0.13
963, 0.04
964, 0.51
965, 0.19
966, 0.62
967, 0.47
968, 0.34
969, 0.14
970, 0.04
971, 0.22
972, 0.04
973, 0.34
974, 0.48
975, 0.29
976, 0.22
977, 0.12
978, 0.04
979, 0.82
980, 0.41
981, 0.03
982, 0.45
983, 0.68
984, 0.04
985, 0.67
986, 0.28
987, 0.37
988, 0.98
989, 0.42
990, 0.91
991, 0.14
992, 0.53
993, 0.60
994, 0.23
995, 0.06
996, 0.27
997, 0.04
998, 0.59
999, 0.13
1000, 0.00
1001, 0.19
1002, 0.85
1003, 0.60
1004, 0.05
1005, 0.63
1006, 0.35
1007, 0.22
1008, 0.23
1009, 0.18
1010, 0.70
1011, 0.03
1012, 0.18
1013, 0.21
1014, 0.47
1015, 0.09
1016, 0.06
1017, 0.02
1018, 0.29
1019, 0.68
1020, 0.05
1021, 0.58
1022, 0.89
1023, 0.01
1024, 0.50
1025, 0.13
1026, 0.85
1027, 0.90
1028, 0.00
1029, 0.22
1030, 0.70
1031, 0.85
1032, 0.71
1033, 0.35
1034, 0.10
1035, 0.59
1036, 0.20
1037, 0.05
1038, 0.31
1039, 0.19
1040, 0.16
1041, 0.63
1042, 0.19
1043, 0.05
1044, 0.93
1045, 0.02
1046, 0.15
1047, 0.39
1048, 0.34
1049, 0.32
1050, 0.39
1051, 0.01
1052, 0.13
1053, 0.15
1054, 0.48
1055, 0.49
1056, 0.47
1057, 0.08
1058, 0.30
1059, 0.52
1060, 0.50
1061, 0.31
1062, 0.41
1063, 0.21
1064, 0.02
1065, 0.20
1066, 0.55
1067, 0.18
1068, 0.55
1069, 0.92
1070, 0.04
1071, 0.38
1072, 0.19
1073, 0.61
1074, 0.81
1075, 0.19
1076, 0.10
1077, 0.34
1078, 0.67
1079, 0.38
1080, 0.46
1081, 0.91
1082, 0.82
1083, 0.60
1084, 0.42
1085, 0.18
1086, 0.19
1087, 0.15
1088, 0.86
1089, 0.19
1090, 0.27
1091, 0.54
1092, 0.59
1093, 0.65
1094, 0.70
1095, 0.71
1096, 0.55
1097, 0.09
1098, 0.30
1099, 0.14
1100, 0.07
1101, 0.25
1102, 0.09
1103, 0.27
1104, 0.64
1105, 0.41
1106, 0.11
1107, 0.30
1108, 0.42
1109, 0.50
1110, 0.66
1111, 0.81
1112, 0.31
1113, 0.48
1114, 0.05
1115, 0.01
1116, 0.27
1117, 0.24
1118, 0.24
1119, 0.21
1120, 0.02
1121, 0.69
1122, 0.36
1123, 0.56
1124, 0.04
1125, 0.43
1126, 0.37
1127, 0.14
1128, 0.59
1129, 0.65
1130, 0.09
1131, 0.18
1132, 0.17
1133, 0.06
1134, 0.03
1135, 0.01
1136, 0.41
1137, 0.06
1138, 0.59
1139, 0.02
1140, 0.25
1141, 0.10
1142, 0.32
1143, 0.31
1144, 0.61
1145, 0.68
1146, 0.49
1147, 0.09
1148, 0.69
1149, 0.05
1150, 0.44
1151, 0.23
1152, 0.15
1153, 0.64
1154, 0.42
1155, 0.22
1156, 0.77
1157, 0.04
1158, 0.33
1159, 0.24
1160, 0.20
1161, 0.27
1162, 0.18
1163, 0.41
1164, 0.02
1165, 0.46
1166, 0.45
1167, 0.06
1168, 0.20
1169, 0.29
1170, 0.01
1171, 0.39
1172, 0.35
1173, 0.17
1174, 0.21
1175, 0.76
1176, 0.07
1177, 0.04
1178, 0.77
1179, 0.12
1180, 0.23
1181, 0.10
1182, 0.01
1183, 0.18
1184, 0.23
1185, 0.66
1186, 0.80
1187, 0.37
1188, 0.06
1189, 0.88
1190, 0.07
1191, 0.60
1192, 0.07
1193, 0.10
1194, 0.02
1195, 0.55
1196, 0.20
1197, 0.86
1198, 0.10
1199, 0.27
1200, 0.65
1201, 0.69
1202, 0.45
1203, 0.04
1204, 0.14
1205, 0.36
1206, 0.19
1207, 0.60
1208, 0.03
1209, 0.02
1210, 0.12
1211, 0.58
1212, 0.33
1213, 0.03
1214, 0.58
1215, 0.72
1216, 0.17
1217, 0.51
1218, 0.45
1219, 0.67
1220, 0.48
1221, 0.42
1222, 0.32
1223, 0.11
1224, 0.25
1225, 0.42
1226, 0.19
1227, 0.25
1228, 0.52
1229, 0.56
1230, 0.63
1231, 0.33
1232, 0.27
1233, 0.06
1234, 0.23
1235, 0.52
1236, 0.33
1237, 0.80
1238, 0.14
1239, 0.26
1240, 0.60
1241, 0.10
1242, 0.83
1243, 0.36
1244, 0.15
1245, 0.83
1246, 0.28
1247, 0.40
1248, 0.12
1249, 0.32
1250, 0.11
1251, 0.22
1252, 0.08
1253, 0.33
1254, 0.01
1255, 0.19
1256, 0.24
1257, 0.56
1258, 0.49
1259, 0.92
1260, 0.02
1261, 0.40
1262, 0.07
1263, 0.94
1264, 0.11
1265, 0.08
1266, 0.79
1267, 0.10
1268, 0.09
1269, 0.19
1270, 0.70
1271, 0.55
1272, 0.53
1273, 0.27
1274, 0.39
1275, 0.26
1276, 0.22
1277, 0.29
1278, 0.41
1279, 0.51
1280, 0.10
1281, 0.43
1282, 0.03
1283, 0.25
1284, 0.55
1285, 0.26
1286, 0.40
1287, 0.57
1288, 0.43
1289, 0.06
1290, 0.66
1291, 0.22
1292, 0.01
1293, 0.08
1294, 0.56
1295, 0.57
1296, 0.50
1297, 0.24
1298, 0.30
1299, 0.18
1300, 0.07
1301, 0.51
1302, 0.34
1303, 0.12
1304, 0.56
1305, 0.18
1306, 0.17
1307, 0.27
1308, 0.44
1309, 0.24
1310, 0.16
1311, 0.42
1312, 0.38
1313, 0.25
1314, 0.55
1315, 0.40
1316, 0.26
1317, 0.13
1318, 0.14
1319, 0.25
1320, 0.12
1321, 0.11
1322, 0.06
1323, 0.70
1324, 0.74
1325, 0.60
1326, 0.35
1327, 0.84
1328, 0.23
1329, 0.37
1330, 0.52
1331, 0.25
1332, 0.42
1333, 0.07
1334, 0.32
1335, 0.55
1336, 0.17
1337, 0.44
1338, 0.27
1339, 0.60
1340, 0.08
1341, 0.01
1342, 0.42
1343, 0.97
1344, 0.42
1345, 0.47
1346, 0.15
1347, 0.49
1348, 0.03
1349, 0.08
1350, 0.07
1351, 0.41
1352, 0.75
1353, 0.21
1354, 0.82
1355, 0.03
1356, 0.45
1357, 0.27
1358, 0.15
1359, 0.08
1360, 0.32
1361, 0.37
1362, 0.44
1363, 0.05
1364, 0.51
1365, 0.07
1366, 0.07
1367, 0.31
1368, 0.70
1369, 0.23
1370, 0.59
1371, 0.61
1372, 0.03
1373, 0.15
1374, 0.18
1375, 0.36
1376, 0.38
1377, 0.18
1378, 0.07
1379, 0.60
1380, 0.28
1381, 0.36
1382, 0.22
1383, 0.57
1384, 0.14
1385, 0.44
1386, 0.74
1387, 0.11
1388, 0.28
1389, 0.25
1390, 0.16
1391, 0.01
1392, 0.49
1393, 0.47
1394, 0.12
1395, 0.01
1396, 0.67
1397, 0.22
1398, 0.08
1399, 0.48
1400, 0.28
1401, 0.43
1402, 0.46
1403, 0.23
1404, 0.45
1405, 0.52
1406, 0.34
1407, 0.76
1408, 0.36
1409, 0.46
1410, 0.28
1411, 0.00
1412, 0.05
1413, 0.13
1414, 0.03
1415, 0.00
1416, 0.12
1417, 0.00
1418, 0.17
1419, 0.72
1420, 0.81
1421, 0.37
1422, 0.68
1423, 0.10
1424, 0.06
1425, 0.39
1426, 0.02
1427, 0.89
1428, 0.14
1429, 0.37
1430, 0.34
1431, 0.40
1432, 0.39
1433, 0.12
1434, 0.37
1435, 0.93
1436, 0.64
1437, 0.33
1438, 0.79
1439, 0.26
1440, 0.03
1441, 0.81
1442, 0.30
1443, 0.44
1444, 0.25
1445, 0.06
1446, 0.56
1447, 0.25
1448, 0.23
1449, 0.40
1450, 0.11
1451, 0.56
1452, 0.20
1453, 0.14
1454, 0.81
1455, 0.05
1456, 0.78
1457, 0.46
1458, 0.25
1459, 0.23
1460, 0.49
1461, 0.16
1462, 0.48
1463, 0.12
1464, 0.11
1465, 0.46
1466, 0.14
1467, 0.08
1468, 0.15
1469, 0.03
1470, 0.56
1471, 0.08
1472, 0.08
1473, 0.14
1474, 0.53
1475, 0.93
1476, 0.21
1477, 0.12
1478, 0.09
1479, 0.07
1480, 0.47
1481, 0.70
1482, 0.25
1483, 0.98
1484, 0.55
1485, 0.32
1486, 0.13
1487, 0.55
1488, 0.01
1489, 0.25
1490, 0.30
1491, 0.12
1492, 0.91
1493, 0.03
1494, 0.66
1495, 0.38
1496, 0.05
1497, 0.41
1498, 0.22
1499, 0.08
1500, 0.72
1501, 0.60
1502, 0.23
1503, 0.49
1504, 0.32
1505, 0.31
1506, 0.50
1507, 0.37
1508, 0.53
1509, 0.69
1510, 0.48
1511, 0.60
1512, 0.61
1513, 0.70
1514, 0.18
1515, 0.26
1516, 0.23
1517, 0.03
1518, 0.02
1519, 0.66
1520, 0.23
1521, 0.00
1522, 0.08
1523, 0.44
1524, 0.01
1525, 0.81
1526, 0.03
1527, 0.01
1528, 0.10
1529, 0.93
1530, 0.28
1531, 0.50
1532, 0.43
1533, 0.44
1534, 0.18
1535, 0.58
1536, 0.87
1537, 0.34
1538, 0.02
1539, 0.11
1540, 0.09
1541, 0.16
1542, 0.08
1543, 0.40
1544, 0.51
1545, 0.14
1546, 0.32
1547, 0.19
1548, 0.51
1549, 0.36
1550, 0.39
1551, 0.11
1552, 0.20
1553, 0.16
1554, 0.09
1555, 0.15
1556, 0.37
1557, 0.01
1558, 0.32
1559, 0.12
1560, 0.07
1561, 0.07
1562, 0.05
1563, 0.13
1564, 0.28
1565, 0.09
1566, 0.05
1567, 0.56
1568, 0.43
1569, 0.38
1570, 0.26
1571, 0.06
1572, 0.05
1573, 0.16
1574, 0.40
1575, 0.03
1576, 0.07
1577, 0.23
1578, 0.22
1579, 0.13
1580, 0.39
1581, 0.77
1582, 0.27
1583, 0.02
1584, 0.56
1585, 0.92
1586, 0.13
1587, 0.01
1588, 0.42
1589, 0.59
1590, 0.18
1591, 0.03
1592, 0.09
1593, 0.02
1594, 0.10
1595, 0.25
1596, 0.92
1597, 0.06
1598, 0.13
1599, 0.38
1600, 0.37
1601, 0.74
1602, 0.49
1603, 0.47
1604, 0.18
1605, 0.14
1606, 0.60
1607, 0.43
1608, 0.03
1609, 0.01
1610, 0.75
1611, 0.43
1612, 0.45
1613, 0.32
1614, 0.32
1615, 0.43
1616, 0.98
1617, 0.57
1618, 0.41
1619, 0.22
1620, 0.18
1621, 0.61
1622, 0.23
1623, 0.23
1624, 0.15
1625, 0.56
1626, 0.22
1627, 0.46
1628, 0.02
1629, 0.07
1630, 0.00
1631, 0.34
1632, 0.07
1633, 0.49
1634, 0.16
1635, 0.35
1636, 0.14
1637, 0.53
1638, 0.18
1639, 0.38
1640, 0.21
1641, 0.78
1642, 0.17
1643, 0.08
1644, 0.69
1645, 0.64
1646, 0.63
1647, 0.55
1648, 0.74
1649, 0.34
1650, 0.20
1651, 0.11
1652, 0.30
1653, 0.66
1654, 0.91
1655, 0.16
1656, 0.59
1657, 0.49
1658, 0.05
1659, 0.65
1660, 0.16
1661, 0.04
1662, 0.27
1663, 0.29
1664, 0.95
1665, 0.31
1666, 0.06
1667, 0.67
1668, 0.21
1669, 0.91
1670, 0.03
1671, 0.10
1672, 0.63
1673, 0.79
1674, 0.18
1675, 0.63
1676, 0.24
1677, 0.78
1678, 0.51
1679, 0.55
1680, 0.33
1681, 0.10
1682, 0.71
1683, 0.32
1684, 0.03
1685, 0.84
1686, 0.97
1687, 0.21
1688, 0.73
1689, 0.07
1690, 0.57
1691, 0.05
1692, 0.60
1693, 0.72
1694, 0.39
1695, 0.66
1696, 0.50
1697, 0.30
1698, 0.49
1699, 0.00
1700, 0.04
1701, 0.38
1702, 0.35
1703, 0.27
1704, 0.72
1705, 0.40
1706, 0.38
1707, 0.44
1708, 0.01
1709, 0.06
1710, 0.75
1711, 0.57
1712, 0.82
1713, 0.76
1714, 0.27
1715, 0.02
1716, 0.70
1717, 0.42
1718, 0.52
1719, 0.19
1720, 0.03
1721, 0.15
1722, 0.66
1723, 0.10
1724, 0.16
1725, 0.49
1726, 0.07
1727, 0.63
1728, 0.15
1729, 0.76
1730, 0.22
1731, 0.34
1732, 0.14
1733, 0.30
1734, 0.48
1735, 0.52
1736, 0.34
1737, 0.36
1738, 0.21
1739, 0.95
1740, 0.49
1741, 0.12
1742, 0.60
1743, 0.04
1744, 0.50
1745, 0.18
1746, 0.04
1747, 0.26
1748, 0.07
1749, 0.88
1750, 0.42
1751, 0.40
1752, 0.39
1753, 0.22
1754, 0.46
1755, 0.72
1756, 0.47
1757, 0.42
1758, 0.43
1759, 0.17
1760, 0.17
1761, 0.04
1762, 0.01
1763, 0.23
1764, 0.49
1765, 0.01
1766, 0.79
1767, 0.26
1768, 0.10
1769, 0.16
1770, 0.19
1771, 0.78
1772, 0.24
1773, 0.06
1774, 0.30
1775, 0.29
1776, 0.04
1777, 0.36
1778, 0.17
1779, 0.07
1780, 0.86
1781, 0.35
1782, 0.48
1783, 0.04
1784, 0.45
1785, 0.68
1786, 0.01
1787, 0.15
1788, 0.37
1789, 0.66
1790, 0.55
1791, 0.33
1792, 0.31
1793, 0.01
1794, 0.19
1795, 0.03
1796, 0.31
1797, 0.49
1798, 0.13
1799, 0.56
1800, 0.15
1801, 0.38
1802, 0.60
1803, 0.86
1804, 0.04
1805, 0.40
1806, 0.10
1807, 0.06
1808, 0.15
1809, 0.28
1810, 0.23
1811, 0.48
1812, 0.55
1813, 0.11
1814, 0.72
1815, 0.08
1816, 0.06
1817, 0.41
1818, 0.44
1819, 0.15
1820, 0.26
1821, 0.25
1822, 0.27
1823, 0.42
1824, 0.61
1825, 0.20
1826, 0.38
1827, 0.24
1828, 0.22
1829, 0.10
1830, 0.71
1831, 0.10
1832, 0.28
1833, 0.12
1834, 0.14
1835, 0.06
1836, 0.48
1837, 0.39
1838, 0.53
1839, 0.74
1840, 0.62
1841, 0.52
1842, 0.13
1843, 0.61
1844, 0.14
1845, 0.24
1846, 0.42
1847, 0.17
1848, 0.53
1849, 0.04
1850, 0.16
1851, 0.56
1852, 0.46
1853, 0.22
1854, 0.03
1855, 0.93
1856, 0.03
1857, 0.20
1858, 0.34
1859, 0.64
1860, 0.13
1861, 0.22
1862, 0.07
1863, 0.47
1864, 0.24
1865, 0.12
1866, 0.61
1867, 0.11
1868, 0.43
1869, 0.43
1870, 0.04
1871, 0.15
1872, 0.34
